age,workclass,educational-num,marital-status,occupation,relationship,hours-per-week,is_Male,income >50K,is_White,from_USA,gained-capital
24,Private,9,Widowed/Separated,Simple Services,Child,40,0,0,1,0,0
33,Private,11,Married,Specialized Services,Husband,40,1,0,1,1,0
39,Private,11,Married,Specialized Services,Husband,40,1,0,0,0,0
34,Private,9,Widowed/Separated,Administrative,Shared Housing,42,1,0,0,1,0
23,Private,10,Never-married,Management,Child,24,1,0,0,0,0
49,Private,9,Married,Sales,Husband,65,1,1,1,1,1
18,Private,9,Never-married,Simple Services,Shared Housing,25,1,0,1,1,0
20,Private,8,Never-married,Simple Services,Child,40,1,0,1,1,0
54,Private,14,Married,Sales,Husband,55,1,1,1,1,0
19,Private,10,Never-married,Administrative,Child,40,1,0,1,1,0
53,Private,9,Married,Specialized Services,Husband,46,1,1,1,1,0
28,Private,9,Never-married,Specialized Services,Child,40,1,0,1,1,0
35,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
20,Private,10,Never-married,Sales,Shared Housing,20,0,0,1,1,0
31,Private,10,Widowed/Separated,Administrative,Shared Housing,50,0,0,1,1,0
37,Private,16,Widowed/Separated,Professional,Single,40,0,0,1,1,0
64,Private,8,Married,Specialized Services,Husband,40,1,0,1,0,0
42,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,0
27,Private,10,Widowed/Separated,Sales,Shared Housing,50,1,0,1,1,0
36,Self Employed,10,Never-married,Simple Services,Single,50,0,0,1,1,0
36,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,0
23,Private,9,Never-married,Simple Services,Child,40,1,0,0,1,0
46,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,1
24,Private,7,Never-married,Specialized Services,Shared Housing,35,1,0,0,0,0
22,Private,9,Never-married,Administrative,Child,40,0,0,1,1,0
62,Private,13,Married,Management,Husband,40,1,1,1,1,0
19,Private,9,Never-married,Simple Services,Child,40,1,0,1,0,0
20,Private,9,Never-married,Simple Services,Child,30,1,0,1,1,0
57,Private,9,Never-married,Administrative,Child,40,0,0,1,1,0
19,Private,9,Never-married,Simple Services,Child,35,1,0,1,1,0
37,Government,14,Married,Professional,Wife,45,0,1,1,1,0
35,Self Employed,9,Married,Sales,Husband,65,1,1,1,1,0
17,Private,8,Never-married,Sales,Child,20,0,0,1,1,0
36,Government,10,Widowed/Separated,Administrative,Single,35,0,0,1,1,0
50,Private,10,Married,Simple Services,Husband,40,1,1,1,1,0
35,Private,9,Married,Professional,Wife,35,0,0,1,1,1
27,Government,16,Never-married,Professional,Shared Housing,77,1,0,1,1,0
28,Private,9,Married,Specialized Services,Husband,30,1,0,1,1,0
29,Self Employed,15,Widowed/Separated,Professional,Shared Housing,60,1,1,1,1,1
25,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,0,1,0
47,Self Employed,12,Widowed/Separated,Management,Shared Housing,67,0,0,1,1,0
29,Government,14,Married,Professional,Wife,45,0,1,1,1,0
19,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
49,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
31,Private,15,Married,Professional,Husband,25,1,1,1,1,0
43,Government,12,Married,Professional,Wife,40,0,0,0,1,0
56,Self Employed,7,Married,Specialized Services,Husband,40,1,0,1,1,0
42,Private,9,Widowed/Separated,Specialized Services,Single,40,0,0,1,1,0
45,Government,10,Married,Professional,Husband,56,1,1,1,1,0
40,Private,13,Widowed/Separated,Management,Single,40,0,0,1,1,0
44,Private,10,Widowed/Separated,Administrative,Single,38,0,0,1,1,0
36,Private,9,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
19,Private,10,Never-married,Sales,Child,20,0,0,1,1,0
53,Government,9,Married,Administrative,Wife,40,0,1,1,1,0
72,Self Employed,10,Married,Specialized Services,Husband,35,1,0,1,1,0
46,Private,11,Married,Simple Services,Husband,60,1,0,0,1,0
33,Private,10,Widowed/Separated,Professional,Single,37,0,0,1,1,0
22,Private,5,Never-married,Simple Services,Child,40,1,0,0,0,0
46,Private,5,Married,Simple Services,Husband,43,1,0,1,1,0
33,Private,9,Never-married,Sales,Child,20,0,0,1,1,0
32,Private,1,Married,Simple Services,Husband,40,1,0,1,0,0
52,Self Employed,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
27,Private,9,Never-married,Administrative,Child,40,0,0,1,1,0
48,Government,9,Married,Public Safety,Husband,72,1,1,1,1,0
22,Private,10,Never-married,Administrative,Shared Housing,35,0,0,1,1,0
25,Private,9,Widowed/Separated,Simple Services,Shared Housing,50,1,0,1,1,0
38,Private,11,Married,Sales,Husband,40,1,0,1,1,0
37,Private,9,Married,Simple Services,Husband,50,1,0,1,1,0
49,Private,10,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
40,Self Employed,13,Married,Specialized Services,Husband,30,1,0,1,1,0
48,Private,9,Married,Simple Services,Husband,46,1,1,1,1,1
31,Private,10,Never-married,Administrative,Single,40,0,0,0,1,0
40,Self Employed,9,Married,Simple Services,Husband,45,1,0,1,1,0
25,Private,9,Widowed/Separated,Sales,Single,37,0,0,1,1,0
68,Private,13,Married,Management,Husband,45,1,1,1,1,1
19,Private,8,Never-married,Professional,Child,30,0,0,1,1,0
35,Self Employed,9,Never-married,Simple Services,Shared Housing,60,1,0,1,1,0
28,Private,9,Widowed/Separated,Administrative,Single,50,0,0,1,1,0
53,Private,9,Widowed/Separated,Sales,Shared Housing,40,0,0,1,1,1
33,Private,10,Married,Simple Services,Husband,41,1,0,1,1,0
20,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
45,Self Employed,13,Never-married,Sales,Shared Housing,35,0,0,1,1,0
36,Private,13,Married,Management,Husband,50,1,1,1,1,0
34,Private,10,Married,Management,Husband,45,1,0,1,1,0
32,Private,10,Never-married,Administrative,Child,40,0,0,1,1,0
19,Private,10,Never-married,Simple Services,Child,25,1,0,1,1,0
24,Private,9,Never-married,Administrative,Child,40,0,0,1,1,0
34,Private,10,Married,Simple Services,Husband,40,1,1,1,1,0
32,Private,9,Never-married,Administrative,Shared Housing,35,0,0,1,1,0
37,Private,9,Married,Specialized Services,Husband,45,1,1,1,1,0
31,Private,10,Widowed/Separated,Sales,Single,40,0,0,1,0,0
21,Private,10,Never-married,Simple Services,Child,35,0,0,1,1,0
47,Private,9,Married,Simple Services,Husband,85,1,1,1,1,0
23,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
33,Private,14,Married,Management,Husband,40,1,1,1,1,0
17,Private,9,Never-married,Administrative,Child,20,1,0,1,1,0
67,Private,9,Married,Simple Services,Husband,24,1,0,1,1,0
57,Private,14,Married,Professional,Husband,55,1,1,1,1,0
17,Private,7,Never-married,Simple Services,Child,20,1,0,1,0,0
53,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
25,Self Employed,10,Married,Specialized Services,Husband,50,1,1,1,1,1
24,Government,9,Married,Simple Services,Husband,49,1,1,1,1,0
48,Self Employed,10,Married,Simple Services,Husband,40,1,0,1,1,0
51,Private,14,Married,Management,Husband,47,1,1,1,1,0
38,Private,9,Widowed/Separated,Public Safety,Shared Housing,40,1,0,0,1,0
51,Private,9,Married,Professional,Husband,46,1,1,1,1,0
18,Private,9,Never-married,Specialized Services,Child,10,0,0,1,1,0
23,Private,10,Widowed/Separated,Sales,Single,40,0,0,1,1,0
42,Private,10,Married,Specialized Services,Husband,60,1,1,1,1,0
39,Private,9,Never-married,Simple Services,Single,40,1,0,1,1,0
39,Private,10,Never-married,Simple Services,Single,40,0,0,0,1,0
21,Self Employed,10,Never-married,Professional,Child,40,1,0,1,1,0
26,Private,4,Never-married,Specialized Services,Shared Housing,40,1,0,1,0,0
54,Government,10,Married,Specialized Services,Husband,40,1,0,1,1,0
34,Private,10,Widowed/Separated,Sales,Shared Housing,40,0,0,1,1,0
32,Government,9,Never-married,Simple Services,Child,40,1,0,1,1,0
59,Self Employed,4,Married,Simple Services,Husband,40,1,0,1,1,0
54,Private,13,Widowed/Separated,Sales,Single,40,0,0,1,1,0
54,Private,13,Married,Management,Husband,40,1,0,1,1,0
67,Private,9,Widowed/Separated,Sales,Shared Housing,18,0,0,1,1,1
33,Private,9,Married,Professional,Husband,60,1,0,1,1,0
37,Private,9,Married,Administrative,Wife,40,0,0,1,1,0
47,Private,13,Widowed/Separated,Simple Services,Shared Housing,25,0,0,1,0,0
51,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
45,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Shared Housing,30,0,0,1,1,0
58,Self Employed,16,Married,Professional,Husband,24,1,1,1,1,0
27,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,0,1,1
36,Private,10,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
51,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
45,Self Employed,14,Never-married,Professional,Shared Housing,60,0,0,1,1,0
32,Private,9,Widowed/Separated,Administrative,Single,40,1,0,1,1,1
59,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,0,1,0
45,Self Employed,13,Married,Professional,Husband,40,1,1,1,1,0
54,Private,6,Widowed/Separated,Professional,Single,68,1,1,1,1,1
29,Government,13,Never-married,Professional,Child,42,0,0,0,1,0
28,Private,7,Never-married,Simple Services,Shared Housing,40,0,0,0,0,0
18,Self Employed,7,Never-married,Sales,Child,40,0,0,1,1,0
49,Private,13,Widowed/Separated,Professional,Shared Housing,50,0,0,1,1,0
46,Private,9,Widowed/Separated,Specialized Services,Shared Housing,30,1,0,1,1,0
56,Private,13,Never-married,Professional,Shared Housing,45,0,0,1,0,0
41,Private,12,Widowed/Separated,Management,Single,50,0,0,0,1,0
50,Self Employed,15,Married,Professional,Husband,60,1,1,1,1,0
74,Self Employed,10,Married,Professional,Husband,35,1,0,1,1,0
30,Private,9,Married,Management,Husband,40,1,0,1,1,0
62,Private,9,Widowed/Separated,Specialized Services,Single,40,0,0,0,1,0
19,Private,9,Never-married,Simple Services,Child,40,0,0,1,1,0
29,Private,9,Married,Administrative,Wife,40,0,0,0,1,0
36,Private,4,Married,Professional,Husband,35,1,0,1,0,0
36,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
51,Government,12,Married,Administrative,Wife,30,0,0,1,1,0
37,Self Employed,10,Married,Management,Husband,50,1,1,1,1,1
29,Self Employed,9,Married,Specialized Services,Husband,40,1,0,1,1,0
17,Private,6,Never-married,Simple Services,Child,20,1,0,1,1,0
18,Private,9,Never-married,Administrative,Child,20,0,0,1,1,0
40,Self Employed,13,Never-married,Professional,Child,40,1,0,1,1,0
26,Self Employed,13,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
42,Self Employed,10,Married,Specialized Services,Husband,45,1,0,1,1,0
32,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
33,Private,5,Married,Simple Services,Shared Housing,40,1,0,1,0,0
43,Private,13,Married,Simple Services,Husband,40,1,1,1,1,0
47,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
37,Private,10,Never-married,Specialized Services,Child,40,0,0,0,1,0
37,Private,9,Married,Simple Services,Husband,30,1,0,1,0,0
50,Private,10,Married,Administrative,Shared Housing,35,0,1,1,1,0
19,Private,9,Never-married,Sales,Child,50,1,0,1,1,0
32,Government,10,Married,Simple Services,Husband,40,1,0,1,1,0
44,Government,11,Widowed/Separated,Specialized Services,Single,40,1,0,0,1,0
20,Private,10,Never-married,Simple Services,Child,16,0,0,1,1,0
29,Private,10,Never-married,Specialized Services,Shared Housing,40,0,0,1,1,0
34,Private,11,Never-married,Professional,Single,40,0,0,1,0,0
44,Government,13,Married,Management,Husband,52,1,0,1,1,0
18,Private,7,Never-married,Simple Services,Child,20,0,0,1,1,0
22,Private,10,Never-married,Specialized Services,Shared Housing,40,0,0,1,1,0
39,Government,16,Widowed/Separated,Professional,Shared Housing,40,0,1,1,1,0
26,Government,10,Never-married,Public Safety,Shared Housing,40,1,0,1,0,0
21,Private,10,Never-married,Simple Services,Child,40,1,0,1,1,0
49,Government,13,Married,Professional,Husband,50,1,0,1,1,0
24,Private,12,Never-married,Simple Services,Child,20,1,0,1,1,0
25,Private,10,Never-married,Public Safety,Shared Housing,60,1,0,1,1,0
30,Private,12,Married,Professional,Husband,40,1,0,1,1,0
52,Private,13,Married,Professional,Husband,38,1,1,1,1,0
30,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
20,Private,9,Never-married,Administrative,Shared Housing,40,1,0,1,1,0
31,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
44,Private,13,Married,Management,Husband,40,1,1,1,1,0
46,Self Employed,10,Married,Sales,Husband,60,1,1,1,1,0
31,Private,9,Never-married,Professional,Child,40,0,0,1,1,0
57,Private,4,Widowed/Separated,Simple Services,Shared Housing,10,0,0,1,1,0
58,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
41,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
23,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
47,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
72,Self Employed,15,Married,Professional,Husband,28,1,1,1,1,0
26,Self Employed,13,Widowed/Separated,Management,Shared Housing,38,1,0,1,1,0
45,Government,10,Never-married,Administrative,Child,40,1,0,1,1,0
48,Private,15,Married,Management,Husband,50,1,1,1,1,1
23,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
20,Government,9,Never-married,Simple Services,Single,40,0,0,0,1,0
18,Private,7,Never-married,Simple Services,Child,15,1,0,1,0,0
27,Private,13,Never-married,Management,Shared Housing,40,0,0,1,1,0
25,Private,9,Never-married,Simple Services,Shared Housing,35,1,0,1,1,0
45,Private,9,Never-married,Simple Services,Single,30,0,0,0,1,0
53,Private,10,Never-married,Management,Shared Housing,40,0,0,0,1,0
54,Private,10,Married,Specialized Services,Husband,45,1,1,1,1,0
41,Private,9,Married,Sales,Husband,40,1,1,1,1,0
23,Private,5,Never-married,Simple Services,Shared Housing,35,1,0,1,0,0
17,Private,6,Never-married,Simple Services,Child,18,1,0,1,1,0
42,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
61,Private,8,Married,Professional,Shared Housing,40,1,0,1,1,0
57,Private,10,Widowed/Separated,Administrative,Single,38,0,1,1,1,0
21,Government,10,Never-married,Specialized Services,Child,35,1,0,1,1,0
44,Private,10,Married,Sales,Husband,40,1,1,1,1,0
48,Private,12,Widowed/Separated,Simple Services,Shared Housing,44,1,0,1,1,0
46,Private,15,Widowed/Separated,Professional,Single,48,1,0,1,1,0
37,Self Employed,9,Never-married,Professional,Shared Housing,86,1,0,1,1,0
35,Private,9,Never-married,Management,Shared Housing,54,0,0,1,1,0
27,Government,13,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
28,Private,10,Never-married,Sales,Shared Housing,40,1,0,0,0,0
19,Private,9,Never-married,Simple Services,Child,10,1,0,1,1,0
63,Self Employed,13,Married,Sales,Husband,50,1,1,1,1,0
36,Government,11,Married,Public Safety,Child,40,0,0,1,0,0
20,Private,8,Never-married,Simple Services,Child,35,1,0,1,1,0
28,Government,13,Married,Public Safety,Husband,50,1,0,1,1,0
58,Private,9,Married,Sales,Wife,38,0,0,1,1,0
48,Private,9,Married,Sales,Husband,40,1,0,1,1,0
39,Private,10,Widowed/Separated,Management,Single,56,0,0,1,1,0
38,Private,9,Married,Specialized Services,Husband,44,1,0,1,1,0
50,Government,12,Widowed/Separated,Professional,Shared Housing,40,0,0,1,1,0
35,Private,13,Never-married,Professional,Shared Housing,40,0,0,1,1,0
45,Self Employed,13,Widowed/Separated,Management,Single,50,1,0,1,1,0
38,Self Employed,10,Married,Specialized Services,Husband,38,1,0,1,1,0
54,Private,12,Widowed/Separated,Management,Single,55,0,1,1,1,0
42,Private,13,Never-married,Professional,Child,12,0,0,1,0,0
63,Private,10,Married,Sales,Husband,30,1,0,1,1,0
21,Private,5,Never-married,Simple Services,Shared Housing,48,1,0,1,0,0
46,Government,13,Married,Public Safety,Husband,40,1,1,1,1,0
43,Private,10,Never-married,Administrative,Single,40,0,0,0,1,0
35,Self Employed,9,Married,Management,Husband,60,1,0,1,1,0
37,Private,5,Married,Simple Services,Husband,40,1,0,1,1,0
51,Private,9,Never-married,Specialized Services,Single,45,0,0,1,0,0
45,Private,13,Married,Management,Husband,72,1,1,1,0,0
19,Private,8,Never-married,Simple Services,Child,20,1,0,1,1,0
61,Private,5,Widowed/Separated,Management,Shared Housing,65,1,0,0,1,0
21,Private,9,Never-married,Sales,Shared Housing,40,0,0,1,1,0
45,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
38,Private,13,Married,Management,Husband,50,1,1,1,1,0
28,Private,13,Married,Professional,Wife,40,0,1,1,1,0
40,Government,13,Married,Professional,Husband,35,1,0,1,1,0
32,Private,9,Never-married,Simple Services,Single,40,0,0,0,1,0
55,Government,10,Married,Administrative,Single,35,0,0,0,1,0
64,Private,9,Widowed/Separated,Professional,Shared Housing,23,0,0,1,1,0
34,Private,9,Widowed/Separated,Administrative,Single,40,1,0,1,1,0
58,Private,10,Widowed/Separated,Simple Services,Single,40,0,0,0,1,0
46,Private,12,Married,Specialized Services,Husband,55,1,0,1,1,0
44,Private,11,Married,Management,Husband,40,1,0,1,1,0
31,Private,10,Widowed/Separated,Simple Services,Single,40,0,0,0,1,0
31,Government,9,Never-married,Simple Services,Single,40,0,0,1,1,0
39,Private,10,Married,Sales,Wife,45,0,1,1,1,0
19,Private,8,Never-married,Sales,Child,18,0,0,1,1,0
56,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
53,Government,5,Married,Management,Husband,40,1,0,1,1,0
69,Private,9,Widowed/Separated,Simple Services,Shared Housing,18,0,0,1,1,1
62,Private,10,Married,Sales,Husband,40,1,1,1,1,0
62,Government,9,Married,Simple Services,Husband,40,1,0,1,1,0
39,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
45,Government,12,Never-married,Management,Shared Housing,40,1,0,1,1,0
29,Private,10,Married,Administrative,Husband,50,1,0,0,1,0
33,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
34,Private,10,Married,Simple Services,Husband,40,1,1,0,1,1
29,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
65,Self Employed,7,Married,Management,Husband,35,1,1,1,1,1
18,Private,10,Never-married,Sales,Child,35,0,0,1,1,0
22,Private,9,Never-married,Professional,Child,40,1,0,1,1,0
30,Private,13,Married,Administrative,Husband,40,1,1,1,1,0
44,Private,13,Married,Simple Services,Husband,40,1,1,1,1,0
48,Private,10,Widowed/Separated,Professional,Single,20,0,0,1,1,0
52,Government,9,Widowed/Separated,Administrative,Shared Housing,45,1,0,1,1,0
53,Self Employed,13,Married,Management,Husband,20,1,1,0,0,1
48,Government,9,Married,Administrative,Single,40,0,0,1,1,1
25,Private,13,Never-married,Administrative,Child,40,0,0,1,1,0
41,Private,13,Married,Sales,Husband,50,1,1,1,1,1
37,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
55,Private,6,Married,Simple Services,Husband,45,1,0,0,1,0
67,Private,9,Never-married,Administrative,Shared Housing,38,0,0,1,1,0
36,Private,10,Widowed/Separated,Administrative,Shared Housing,45,1,0,1,1,0
47,Private,9,Widowed/Separated,Sales,Shared Housing,52,0,0,1,1,0
25,Private,13,Never-married,Sales,Shared Housing,16,0,0,1,1,0
19,Private,5,Never-married,Professional,Shared Housing,16,1,0,1,0,0
24,Private,4,Widowed/Separated,Simple Services,Child,40,1,0,1,1,0
30,Self Employed,10,Never-married,Sales,Child,25,1,0,1,1,0
17,Private,7,Never-married,Administrative,Child,16,1,0,1,1,0
28,Private,13,Never-married,Administrative,Child,40,1,0,1,1,0
34,Private,11,Married,Administrative,Husband,45,1,0,1,1,1
35,Private,10,Married,Sales,Husband,46,1,0,1,1,0
24,Government,10,Married,Public Safety,Husband,40,1,0,0,1,0
43,Private,9,Married,Administrative,Wife,35,0,1,1,1,0
55,Private,14,Widowed/Separated,Management,Single,40,1,1,1,1,0
22,Private,10,Never-married,Administrative,Child,35,0,0,0,1,0
20,Private,10,Never-married,Simple Services,Child,50,1,0,1,1,0
44,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
38,Private,12,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
53,Private,5,Widowed/Separated,Sales,Single,25,0,0,0,1,0
26,Private,10,Widowed/Separated,Sales,Child,48,1,0,0,1,1
58,Private,10,Married,Public Safety,Husband,40,1,1,1,1,0
23,Private,9,Never-married,Management,Shared Housing,40,1,0,1,1,0
53,Private,2,Married,Simple Services,Husband,50,1,0,1,1,0
35,Private,9,Widowed/Separated,Specialized Services,Single,40,1,0,1,1,1
41,Self Employed,9,Married,Sales,Husband,62,1,0,1,1,0
31,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
50,Private,9,Widowed/Separated,Professional,Single,40,0,0,0,1,0
57,Private,5,Married,Sales,Husband,55,1,1,0,1,0
25,Private,7,Married,Specialized Services,Husband,40,1,0,1,1,0
23,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
48,Private,13,Never-married,Management,Shared Housing,50,1,0,1,1,0
34,Private,10,Widowed/Separated,Sales,Shared Housing,60,0,0,1,1,0
43,Self Employed,13,Married,Sales,Shared Housing,45,1,0,0,0,0
20,Private,10,Never-married,Sales,Shared Housing,20,1,0,1,1,1
40,Government,13,Married,Professional,Husband,75,1,1,1,1,1
27,Private,10,Married,Administrative,Wife,40,0,0,1,1,0
35,Private,6,Married,Specialized Services,Husband,40,1,0,1,1,0
33,Private,13,Never-married,Sales,Shared Housing,40,0,0,1,1,0
57,Government,10,Widowed/Separated,Specialized Services,Shared Housing,40,0,0,1,1,0
43,Private,12,Married,Specialized Services,Husband,40,1,0,0,1,0
40,Private,12,Married,Management,Husband,55,1,1,1,1,0
54,Private,10,Widowed/Separated,Simple Services,Shared Housing,55,1,0,1,1,0
28,Private,10,Widowed/Separated,Administrative,Shared Housing,40,0,0,1,1,0
32,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
49,Private,9,Married,Sales,Husband,50,1,1,1,1,0
52,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
41,Private,6,Married,Simple Services,Husband,60,1,0,1,1,0
19,Private,9,Never-married,Professional,Child,40,1,0,1,1,0
33,Private,9,Widowed/Separated,Specialized Services,Child,42,0,0,1,1,0
25,Private,13,Married,Professional,Wife,32,0,0,1,1,0
44,Private,7,Widowed/Separated,Sales,Single,44,0,0,1,1,0
20,Private,10,Never-married,Professional,Child,40,1,0,1,1,0
46,Private,6,Married,Simple Services,Shared Housing,37,1,0,0,0,0
39,Private,9,Married,Sales,Husband,50,1,0,1,1,0
34,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Child,35,1,0,1,1,0
27,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,1
53,Private,5,Married,Simple Services,Husband,40,1,0,1,1,0
46,Private,11,Widowed/Separated,Simple Services,Single,40,1,0,1,1,0
39,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,0,0,0
30,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
53,Private,14,Married,Management,Husband,45,1,1,1,1,0
33,Private,5,Married,Simple Services,Husband,40,1,0,1,1,0
22,Private,10,Married,Management,Wife,40,0,0,1,1,0
44,Private,10,Widowed/Separated,Simple Services,Single,35,0,0,0,1,0
30,Private,10,Widowed/Separated,Sales,Single,40,0,0,0,1,0
66,Private,10,Widowed/Separated,Administrative,Shared Housing,20,0,0,1,1,0
39,Private,13,Married,Specialized Services,Husband,40,1,0,1,1,0
37,Private,9,Married,Professional,Husband,50,1,1,1,1,0
34,Private,9,Married,Simple Services,Wife,40,0,0,1,1,0
17,Private,7,Never-married,Specialized Services,Child,20,1,0,1,1,0
43,Private,13,Never-married,Sales,Shared Housing,60,1,1,1,1,0
46,Private,13,Married,Professional,Husband,50,1,1,1,1,0
17,Private,7,Never-married,Simple Services,Shared Housing,20,1,0,1,1,0
60,Private,4,Married,Simple Services,Husband,40,1,0,1,0,1
63,Private,14,Married,Specialized Services,Husband,40,1,0,1,1,1
42,Private,12,Married,Sales,Husband,40,1,0,1,1,0
30,Private,5,Married,Specialized Services,Husband,40,1,0,0,0,0
33,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
43,Private,10,Married,Sales,Husband,40,1,0,0,1,0
20,Private,5,Never-married,Management,Shared Housing,40,0,0,1,0,0
30,Private,10,Never-married,Professional,Shared Housing,72,1,0,0,1,0
37,Private,9,Married,Simple Services,Husband,45,1,0,1,1,0
49,Self Employed,13,Married,Professional,Husband,40,1,1,1,1,0
65,Private,9,Widowed/Separated,Simple Services,Single,17,0,0,1,1,0
35,Private,15,Married,Professional,Husband,55,1,1,1,1,0
27,Private,13,Married,Specialized Services,Husband,40,1,0,1,1,0
33,Private,9,Married,Sales,Husband,45,1,1,1,1,0
18,Private,8,Never-married,Sales,Child,20,0,0,1,1,0
41,Government,14,Married,Professional,Husband,50,1,0,1,1,0
38,Private,13,Never-married,Management,Shared Housing,40,1,0,1,1,0
45,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
33,Private,10,Widowed/Separated,Simple Services,Single,38,0,0,1,0,0
47,Private,9,Widowed/Separated,Professional,Single,40,0,0,0,1,0
30,Private,12,Married,Administrative,Wife,20,0,0,0,1,0
36,Private,12,Married,Professional,Husband,40,1,0,1,1,0
21,Private,9,Never-married,Sales,Child,30,1,0,1,1,0
44,Private,13,Never-married,Professional,Shared Housing,40,1,0,1,1,0
33,Private,9,Married,Sales,Shared Housing,20,1,0,1,1,0
29,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
45,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,0
29,Government,11,Never-married,Public Safety,Shared Housing,56,1,1,1,1,0
27,Private,13,Never-married,Professional,Child,40,0,0,1,1,0
21,Private,10,Married,Simple Services,Husband,20,1,0,1,1,0
49,Self Employed,10,Married,Specialized Services,Husband,45,1,1,1,1,0
35,Private,10,Married,Management,Husband,50,1,0,1,1,0
47,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,1
37,Government,10,Married,Simple Services,Husband,40,1,0,1,1,0
37,Private,11,Married,Professional,Husband,48,1,1,1,1,0
26,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
55,Government,10,Married,Specialized Services,Husband,45,1,0,1,1,0
47,Private,12,Married,Sales,Husband,50,1,1,1,1,1
59,Private,9,Widowed/Separated,Specialized Services,Single,40,0,0,0,1,0
70,Private,9,Widowed/Separated,Administrative,Single,5,0,0,1,1,0
53,Government,9,Married,Specialized Services,Husband,40,1,1,1,0,0
39,Private,9,Widowed/Separated,Professional,Single,40,0,0,1,1,0
38,Private,5,Married,Simple Services,Husband,40,1,0,1,1,0
33,Private,10,Widowed/Separated,Specialized Services,Single,50,0,0,1,0,0
28,Private,9,Never-married,Administrative,Shared Housing,40,1,0,1,1,0
74,Private,6,Widowed/Separated,Simple Services,Shared Housing,1,0,0,1,1,0
40,Private,13,Married,Administrative,Husband,40,1,1,1,1,0
35,Private,11,Widowed/Separated,Sales,Shared Housing,40,1,0,1,1,0
35,Self Employed,9,Widowed/Separated,Specialized Services,Shared Housing,50,1,0,1,1,0
41,Private,10,Married,Sales,Husband,40,1,1,1,1,0
38,Private,10,Never-married,Sales,Shared Housing,50,1,0,1,1,0
29,Self Employed,6,Married,Specialized Services,Husband,35,1,1,1,1,0
46,Self Employed,9,Married,Management,Husband,50,1,0,1,1,0
